qid,sitelinks,familiarity
Q5161882,9,1
Q5163145,6,4
Q5164991,9,4
Q5165728,3,2
Q5166176,4,1
Q5166965,8,5
Q5167851,6,2
Q5168452,19,4
Q5168483,10,1
Q5168628,7,5
Q5170481,3,4
Q517057,32,0
Q5171975,9,0
Q5173185,6,3
Q5173194,4,4
Q5173199,5,4
Q517430,15,3
Q5175691,4,5
Q5176325,7,0
Q5176480,5,3
Q517665,17,0
Q5177040,6,3
Q5178407,6,1
Q5179489,4,1
Q518101,45,1
Q5181060,5,1
Q5181656,4,2
Q5181666,7,2
Q5181710,4,3
Q5181715,4,3
Q5181723,6,3
Q5182895,12,5
Q51845356,3,2
Q5184963,8,1
Q51851067,14,0
Q518606,14,3
Q5186096,5,4
Q5186514,5,4
Q51881408,21,1
Q5188322,7,1
Q5188355,2,3
Q5189702,7,4
Q519025,15,1
Q519072,15,4
Q5193802,4,3
Q519552,38,3
Q51985,50,3
Q5200998,6,5
Q5201102,4,2
Q5201217,5,5
Q5201334,4,5
Q5201385,10,5
Q5201438,7,4
Q5201581,4,4
Q5201615,5,4
Q5201636,3,4
Q5201720,6,4
Q5201922,4,5
Q5202174,6,4
Q5202403,11,3
Q5202708,5,0
Q5205783,8,3
Q5207892,4,3
Q5208472,4,3
Q5211609,7,3
Q521187,15,4
Q5221261,9,4
Q5226121,10,4
Q5226365,6,4
Q5226483,4,4
Q5227998,5,3
Q5228119,2,3
Q522813,3,4
Q522868,27,5
Q52288595,27,1
Q523194,29,5
Q523312,33,1
Q5238837,8,5
Q523926,41,2
Q5241624,4,3
Q524249,41,5
Q524289,69,1
Q5243191,7,4
Q5243861,7,3
Q5244388,6,2
Q5244497,3,4
Q5244875,7,4
Q5246025,4,4
Q5246062,5,3
Q5246524,6,5
Q5248987,7,5
Q5248997,9,4
Q5249006,7,5
Q5249655,7,3
Q5249662,7,3
Q5249675,7,4
Q5249682,7,3
Q5250951,7,3
Q5251164,6,4
Q525295,15,5
Q525297,25,4
Q5253759,10,5
Q5253776,13,3
Q5253788,6,1
Q5253810,10,2
Q5254567,10,0
Q525481,35,4
Q5255450,5,1
Q5256668,7,4
Q525955,16,0
Q5264971,7,5
Q5267200,9,2
Q5268201,5,2
Q5269440,4,5
Q5269721,6,2
Q52700115,23,1
Q5273898,33,3
Q527972,15,5
Q5283448,8,1
Q52849561,1,1
Q5285073,7,0
Q5288411,5,3
Q5289309,10,4
Q5289636,2,4
Q5291382,17,1
Q5292940,8,4
Q5299552,4,3
Q5303492,12,3
Q5303985,6,3
Q5309710,4,2
Q5311048,6,3
Q5311050,5,3
Q5311658,8,3
Q5311665,4,1
Q5311666,4,2
Q5312471,6,3
Q531412,12,0
Q5314767,5,3
Q531602,21,3
Q531789,17,5
Q5318408,5,3
Q531927,7,5
Q5320999,7,3
Q532127,27,3
Q5321594,1,1
Q533218,27,0
Q533238,6,4
Q5338042,5,1
Q5338047,3,1
Q5338167,6,4
Q5338168,4,3
Q5338172,6,4
Q5338242,7,3
Q5338244,7,4
Q5338248,5,1
Q5338276,4,4
Q5338284,4,2
Q5341240,5,1
Q534230,21,5
Q534236,22,0
Q534914,26,2
Q534927,16,1
Q5350952,3,2
Q5351318,5,4
Q5354210,66,0
Q535545,15,4
Q5357466,2,2
Q5359041,9,5
Q5360073,7,3
Q5361960,4,4
Q5364651,5,1
Q536499,10,2
Q5367288,1,2
Q5367590,4,2
Q537,16,3
Q5370148,7,4
Q5370340,6,3
Q5370392,6,5
Q5370414,11,4
Q537720,34,4
Q5380441,7,2
Q538548,14,3
Q539019,25,2
Q5391233,3,3
Q539149,37,4
Q539296,34,0
Q5395341,4,4
Q5397450,6,4
Q5400037,6,4
Q5400157,3,3
Q5400521,4,2
Q5400889,3,3
Q5402969,6,3
Q5403641,3,1
Q54072,54,0
Q541060,2,5
Q5410782,8,1
Q5411429,6,4
Q5413439,2,2
Q541481,11,3
Q54151,48,3
Q54156,55,5
Q5415827,12,4
Q5420225,7,5
Q5421678,2,3
Q542213,24,1
Q542366,30,5
Q542756,23,4
Q5430576,4,3
Q54315,27,5
Q54321,13,4
Q54349,49,3
Q543651,8,2
Q5436756,3,4
Q543753,15,0
Q54451,35,5
Q54453,13,5
Q54454,9,5
Q544545,6,1
Q5445954,19,2
Q5445986,8,3
Q5447200,6,3
Q5448303,5,3
Q545012,38,0
Q5451545,5,4
Q545283,10,3
Q5455168,5,5
Q5455373,4,4
Q5460296,7,4
Q5460937,3,4
Q546118,34,3
Q5465383,7,1
Q546634,30,5
Q5468340,5,3
Q5470101,7,4
Q5470698,10,5
Q5470973,1,1
Q5471,74,5
Q5471207,7,3
Q5471571,4,2
Q547270,5,2
Q5474828,6,3
Q5474916,5,3
Q5475514,10,4
Q5476861,6,2
Q547867,51,5
Q54820837,7,2
Q548354,10,2
Q54867396,7,4
Q548679,41,5
Q548850,18,1
Q548911,35,1
Q5491966,5,3
Q5492141,6,3
Q549585,13,3
Q549621,11,3
Q549653,6,3
Q5496957,5,3
Q549977,10,1
Q550,94,5
Q5500137,3,3
Q55018,56,4
Q55019,56,5
Q55038,29,2
Q5506918,3,3
Q5513611,7,2
Q551464,15,1
Q5515968,5,2
Q5517709,11,3
Q55177525,2,2
Q5518544,4,4
Q5519321,3,2
Q5520666,6,1
Q552230,25,1
Q5522477,9,4
Q5524081,5,1
Q5527012,10,2
Q5527023,5,2
Q5532120,3,4
Q5532169,2,4
Q5540543,7,3
Q5544755,5,4
Q555093,11,0
Q5551444,3,3
Q555255,26,3
Q555316,12,3
Q55532859,17,3
Q555350,26,5
Q555356,13,4
Q5554997,8,3
Q5556730,8,4
Q555750,28,5
Q5557794,7,4
Q5558524,4,1
Q5558563,6,3
Q55605693,1,1
Q5560880,2,1
Q556098,24,4
Q5564239,9,5
Q5564833,1,1
Q5565569,4,3
Q5566312,5,3
Q5567049,10,2
Q55696247,5,5
Q5571343,3,2
Q55723938,6,1
Q5573695,4,2
Q5574523,26,4
Q5574675,6,4
Q557635,9,4
Q5578090,1,2
Q5578109,3,2
Q5579185,9,5
Q5579337,5,1
Q5580068,4,2
Q55829861,1,3
Q55849612,34,2
Q5586281,4,3
Q5588960,5,2
Q5589197,6,0
Q5589466,4,1
Q5589979,8,3
Q559113,19,5
Q5596343,7,3
Q5598800,7,0
Q5600189,3,1
Q5600268,7,4
Q5601859,6,1
Q56034,32,2
Q56037,73,2
Q5603823,4,2
Q56041,26,0
Q56113,23,4
Q56117,23,3
Q5619968,4,2
Q5619976,7,3
Q5620491,12,5
Q56271972,2,3
Q5627344,2,4
Q5627997,2,2
Q5639810,1,2
Q5642077,1,3
Q564383,5,1
Q5645632,8,1
Q564652,39,2
Q56469,32,0
Q564732,15,5
Q56474,17,0
Q5647804,7,3
Q5647995,6,5
Q5648577,6,3
Q56489,53,0
Q5649317,6,3
Q5649320,4,2
Q5649321,1,2
Q5649322,6,1
Q5649339,3,3
Q5650156,3,2
Q5650641,7,3
Q565521,35,2
Q565532,27,1
Q565645,21,0
Q565670,23,3
Q5658053,3,3
Q5658922,2,3
Q5662159,4,3
Q5662196,3,3
Q56668962,8,4
Q56670504,7,3
Q56670510,7,4
Q56670517,7,4
Q56670522,7,4
Q56670523,7,3
Q5671386,4,4
Q5676475,4,4
Q5676556,7,2
Q568353,17,3
Q5683584,7,4
Q5684635,3,2
Q568524,13,1
Q568572,21,3
Q568579,16,3
Q56884279,9,0
Q568945,18,2
Q569083,11,3
Q5690989,2,3
Q5691609,6,3
Q5695736,3,3
Q570043,18,0
Q5702926,3,2
Q5703023,2,2
Q5708052,1,0
Q570848,23,5
Q571039,18,4
Q5710614,1,0
Q5710623,1,0
Q571293,33,3
Q5713719,4,3
Q5713744,3,4
Q5713999,1,3
Q5714053,3,4
Q571421,20,3
Q5714260,2,2
Q5714914,7,3
Q5715648,9,5
Q5717869,3,0
Q5719201,3,3
Q5720989,4,3
Q5721976,7,2
Q5722107,7,4
Q5722110,9,2
Q5722131,7,4
Q5722806,3,0
Q572788,11,5
Q5728121,1,1
Q5728779,5,3
Q573061,9,3
Q5732422,2,2
Q573257,17,3
Q574027,15,2
Q5740554,3,3
Q5746153,1,3
Q5748460,2,1
Q5753475,1,0
Q5754119,3,2
Q5754398,3,2
Q575453,21,0
Q5754984,3,3
Q5755246,3,2
Q5755541,3,3
Q5756,122,1
Q575667,31,0
Q5756984,4,3
Q5758375,5,2
Q5760304,3,4
Q5761010,2,4
Q5761065,2,4
Q5761161,5,2
Q5761195,3,3
Q5761214,3,5
Q5761321,1,4
Q5761340,1,1
Q5761372,3,3
Q5762136,1,2
Q5762791,5,3
Q5763198,4,2
Q5763221,4,4
Q5764576,5,4
Q5766269,8,3
Q5767278,4,5
Q576781,31,5
Q5768035,11,0
Q5768742,5,3
Q576952,28,5
Q5769944,5,3
Q5770719,2,3
Q5770740,3,2
Q577122,30,5
Q5772205,3,2
Q5774327,5,3
Q5774400,4,2
Q5777017,3,2
Q5777152,5,2
Q5777187,3,1
Q577719,15,3
Q5779882,3,3
Q5780806,2,3
Q5780988,5,3
Q5784118,11,0
Q5784190,3,2
Q5785829,3,3
Q5788519,1,4
Q5789494,6,4
Q579159,12,0
Q579204,3,3
Q5794757,5,3
Q57965,72,5
Q57970209,19,1
Q5797816,5,3
Q579854,45,5
Q579885,31,0
Q58010692,3,0
Q5801988,6,4
Q580460,27,0
Q5805111,8,4
Q580518,13,3
Q580662,6,3
Q5808005,4,2
Q5808798,4,4
Q581044,37,5
Q5810513,7,5
Q5815216,1,2
Q5817991,3,3
Q5818019,3,3
Q5818022,2,4
Q5818086,2,3
Q5818145,3,4
Q5818162,3,3
Q5818250,2,3
Q5818252,3,2
Q581827,12,1
Q5818277,3,3
Q5818383,3,2
Q5818726,1,0
Q582039,2,3
Q582203,23,3
Q582391,9,0
Q58296,72,0
Q583039,11,3
Q583651,13,3
Q58366548,0,2
Q5838876,2,2
Q5839085,3,2
Q5841189,6,3
Q5843056,2,1
Q584381,7,5
Q584412,6,4
Q58450335,5,3
Q5845392,5,3
Q584756,22,3
Q5848265,5,4
Q585130,14,1
Q5854070,3,2
Q585461,12,1
Q5854620,1,1
Q5854841,4,2
Q5855047,1,2
Q5855156,4,2
Q5858775,5,1
Q586220,27,1
Q586735,10,3
Q58687583,0,1
Q5870608,5,3
Q5871269,2,2
Q587485,17,3
Q587586,20,3
Q5881644,1,3
Q58818,15,1
Q5884192,4,3
Q5884514,1,1
Q5886891,11,2
Q588834,51,3
Q58897095,0,1
Q58897169,1,4
Q58897207,8,3
Q58897216,8,5
Q58897230,0,4
Q58897292,0,2
Q58897293,0,2
Q58897294,1,5
Q5889837,2,2
Q589403,20,3
Q5894461,8,1
Q5894605,9,3
Q589462,19,3
Q5894697,8,0
Q5895617,7,4
Q589599,16,5
Q589623,32,0
Q58974452,0,2
Q58974467,7,2
Q58975494,1,4
Q58975496,1,5
Q58977891,8,5
Q5898485,3,3
Q589884,10,4
Q590162,18,4
Q5902535,5,3
Q5902543,3,3
Q590286,15,1
Q5902881,3,3
Q5903189,3,2
Q5903204,5,3
Q5903207,2,4
Q5903386,3,3
Q5903491,3,4
Q5907010,3,4
Q590710,29,5
Q5908316,3,3
Q5908591,5,4
Q5908629,3,3
Q5909288,2,3
Q5909303,3,4
Q5909341,2,3
Q5909360,2,3
Q5909363,4,4
Q59094288,0,3
Q5909538,2,3
Q5909632,3,3
Q5909801,2,3
Q5910154,3,4
Q5910270,3,4
Q5910277,3,2
Q5911328,3,2
Q591133,29,5
Q5911484,3,2
Q5911498,3,3
Q5911533,2,4
Q5911595,4,2
Q5912380,2,2
Q5912521,3,2
Q5912589,2,3
Q5912627,3,2
Q5912829,3,3
Q5912832,4,1
Q5912871,3,3
Q5912941,4,2
Q5915612,6,1
Q591683,14,1
Q5917346,3,1
Q5917528,3,2
Q591798,14,5
Q5918337,5,1
Q5918521,5,3
Q59186288,15,1
Q591868,28,0
Q591874,16,4
Q5919017,4,5
Q5919742,5,3
Q592537,11,2
Q592584,8,1
Q593075,5,4
Q5931273,3,3
Q5931286,3,3
Q5931292,3,3
Q5931297,3,3
Q5931300,3,3
Q593142,22,1
Q593202,21,2
Q593267,24,0
Q5933,91,5
Q593320,7,3
Q5933418,1,4
Q5937434,2,5
Q594230,29,2
Q5943,60,5
Q59435,25,3
Q5944586,6,3
Q59482,19,4
Q594994,37,5
Q595025,3,3
Q5950532,7,4
Q5952911,8,3
Q5953898,10,3
Q59618802,8,1
Q5962277,8,4
Q5962539,8,4
Q5962867,5,3
Q5962937,3,4
Q5963124,4,3
Q5964492,4,3
Q596655,17,3
Q5967634,9,1
Q596856,9,2
Q5969892,4,1
Q597,267,5
Q597051,33,4
Q5970625,1,4
Q597072,14,5
Q597182,28,2
Q5972362,7,5
Q597454,11,2
Q5975076,4,2
Q5975101,3,1
Q597632,10,0
Q5976473,3,2
Q597725,13,5
Q5977666,3,2
Q5977973,5,3
Q598014,9,3
Q598086,13,4
Q5982529,3,4
Q598312,2,3
Q5984171,5,3
Q5984270,5,3
Q598623,2,0
Q59886,33,1
Q599021,10,2
Q599118,14,3
Q5991788,5,2
Q5992050,5,2
Q599272,12,4
Q599301,10,4
Q599316,36,3
Q5994160,9,3
Q5994220,9,2
Q5995281,4,1
Q59955610,1,4
Q59956159,7,4
Q5999295,2,4
Q600018,48,0
Q6006442,5,3
Q601096,15,4
Q601430,14,5
Q601519,6,3
Q6015709,71,0
Q6021493,3,4
Q6022112,5,3
Q602232,10,5
Q602251,11,0
Q6023002,10,4
Q6023173,2,3
Q602372,17,5
Q602384,17,4
Q602410,16,4
Q6026956,5,4
Q60290,23,1
Q602942,21,4
Q602955,6,3
Q60308,34,3
Q6033156,2,0
Q6033509,6,3
Q6033520,3,3
Q6033565,2,3
Q6033913,10,5
Q6033919,3,3
Q6034308,7,2
Q6034366,4,5
Q6036183,14,1
Q60368,4,4
Q603686,14,3
Q6037764,6,0
Q60400424,3,4
Q60400533,4,4
Q604015,13,3
Q60411245,6,4
Q60411702,6,3
Q60411956,6,4
Q6042096,3,4
Q60455116,22,2
Q604587,17,0
Q60481,11,3
Q604908,14,3
Q6049105,4,0
Q605303,15,4
Q60536106,0,1
Q605703,11,3
Q6057563,2,3
Q6057576,4,3
Q6058029,4,1
Q6058188,2,4
Q6059871,5,2
Q6059875,5,2
Q6061774,3,3
Q6062160,2,4
Q6062549,3,4
Q6062744,3,4
Q6062796,4,4
Q6062812,1,4
Q6062821,5,3
Q6062981,5,5
Q60633054,5,2
Q606458,13,2
Q6065293,3,2
Q6065672,3,4
Q6066310,6,1
Q60664,21,0
Q606662,47,0
Q60668574,10,0
Q606806,20,1
Q606823,17,5
Q6071330,3,0
Q607212,30,4
Q60761124,15,3
Q60765656,3,2
Q607693,5,2
Q60770754,14,0
Q6077641,5,4
Q607810,22,2
Q60792421,4,1
Q6079435,4,5
Q6079438,6,5
Q6079474,5,3
Q6079570,3,5
Q6079604,3,4
Q6080508,2,0
Q6081619,1,3
Q6081621,1,3
Q608251,14,0
Q60830,18,0
Q608405,16,3
Q6086790,6,0
Q608863,23,0
Q6091074,2,3
Q609140,26,5
Q6093171,6,3
Q6095043,3,2
Q6095051,2,3
Q6095062,3,2
Q609508,19,0
Q6096848,3,1
Q60969970,3,2
Q610120,35,0
Q610402,9,3
Q61060497,9,3
Q61060509,9,3
Q61060512,9,3
Q61060539,9,2
Q6107065,5,0
Q610740,16,3
Q610961,61,5
Q6110846,5,2
Q61132632,2,3
Q6114817,6,2
Q6115648,6,2
Q611723,30,4
Q6117315,2,0
Q611811,5,4
Q611831,16,4
Q6118503,4,3
Q611962,7,2
Q6119771,2,4
Q6120256,4,3
Q6120443,5,3
Q612059,15,4
Q6121481,3,3
Q6121562,6,4
Q6121619,3,3
Q612284,16,4
Q6123151,3,1
Q6123383,3,3
Q612340,7,2
Q6127014,3,5
Q6130456,15,4
Q613198,10,0
Q6134639,4,2
Q61366445,29,0
Q61375675,3,3
Q613854,14,3
Q6139084,7,0
Q6139759,3,3
Q6139781,2,3
Q6141092,3,3
Q614322,17,1
Q614441,20,3
Q61460498,44,4
Q6146372,9,1
Q6146488,9,3
Q614683,10,1
Q6148001,21,3
Q6148070,2,2
Q6149087,3,4
Q61499023,4,2
Q6150039,9,3
Q6150080,5,1
Q6150848,7,1
Q615183,31,5
Q615365,16,3
Q6156327,3,2
Q6156336,3,3
Q6156337,4,3
Q6156504,3,4
Q6156681,4,2
Q6156715,3,4
Q6156869,3,5
Q6159207,8,4
Q616017,8,3
Q6161662,4,4
Q616184,13,3
Q616210,14,3
Q6162117,3,3
Q616218,34,5
Q616238,27,2
Q616359,15,3
Q616379,25,1
Q616388,15,4
Q61650955,12,3
Q616863,15,3
Q617244,20,3
Q6176452,6,3
Q6177834,9,4
Q618596,17,3
Q618661,14,2
Q618988,17,5
Q6190836,5,4
Q619124,24,4
Q61931596,1,1
Q619326,6,1
Q61932619,2,1
Q61941046,12,0
Q619484,20,3
Q619713,10,3
Q62,236,5
Q6202606,7,5
Q6202634,3,2
Q6202649,5,3
Q620473,22,3
Q6207268,4,2
Q6207557,3,5
Q620809,15,1
Q620965,50,1
Q620968,8,3
Q621675,11,3
Q623164,37,0
Q623228,19,3
Q623385,23,0
Q623558,22,4
Q62378,88,5
Q623994,37,0
Q62408,85,5
Q6243358,6,2
Q624403,6,2
Q624556,42,5
Q62623,80,0
Q62651,62,0
Q6268840,14,0
Q626926,25,0
Q62712241,6,2
Q6276190,4,3
Q6276226,4,5
Q6276315,7,5
Q629197,14,3
Q6292752,5,2
Q629344,16,0
Q6294156,20,3
Q629708,25,0
Q630135,38,5
Q630441,13,2
Q630630,31,4
Q630882,33,0
Q630974,29,3
Q631075,28,5
Q6310904,13,4
Q631104,40,3
Q631114,39,5
Q6311190,7,3
Q631237,17,3
Q63167656,62,0
Q63170305,3,5
Q631837,13,3
Q631844,12,0
Q632019,22,1
Q632689,24,5
Q632988,42,1
Q633033,16,4
Q63346703,3,3
Q63411215,5,1
Q634122,43,0
Q63466677,2,0
Q6347500,12,4
Q6347506,8,4
Q6349943,5,0
Q6349947,8,5
Q6351737,7,3
Q6352459,29,0
Q6353550,13,2
Q635399,15,3
Q635559,35,5
Q6355601,8,4
Q6356262,6,5
Q6358705,4,3
Q63592634,3,3
Q635929,16,5
Q636088,16,4
Q636107,46,0
Q636780,31,5
Q636845,14,3
Q63714,25,0
Q637187,40,4
Q6373,109,5
Q6373014,6,4
Q6373912,9,4
Q637440,17,1
Q637590,18,5
Q637834,28,4
Q637915,15,5
Q637936,34,0
Q638423,42,3
Q638462,15,0
Q6387109,3,5
Q6389462,7,5
Q6389697,11,5
Q639045,15,3
Q63929741,6,1
Q639321,23,5
Q6393355,5,2
Q6394278,3,2
Q639791,30,4
Q63987256,28,1
Q64,334,5
Q6400082,4,4
Q6400083,7,5
Q6400651,7,4
Q640102,43,3
Q64019332,13,1
Q6402604,6,3
Q640447,32,3
Q6405720,6,2
Q6406008,4,1
Q640718,10,4
Q640859,23,2
Q640968,38,5
Q641108,23,3
Q6411122,6,4
Q64124,39,4
Q6413246,6,3
Q641374,8,3
Q6415559,4,3
Q6415943,7,3
Q64164118,16,0
Q6416599,2,2
Q641712,40,1
Q642039,29,2
Q64210877,13,0
Q6421993,12,3
Q64225270,15,3
Q643079,17,4
Q6431288,1,3
Q643209,14,3
Q6433290,6,4
Q6434093,6,2
Q64343222,5,3
Q6435044,8,2
Q6435057,9,1
Q643520,42,5
Q643536,18,1
Q643541,21,0
Q6437790,4,2
Q64386636,3,0
Q643891,21,2
Q64436,85,5
Q6445036,3,4
Q6447215,2,3
Q6449255,5,3
Q64509602,65,0
Q645132,12,1
Q645136,12,2
Q645293,24,2
Q645372,8,3
Q646140,19,5
Q646284,23,5
Q6465150,5,3
Q6465657,4,5
Q6468354,3,3
Q6470215,9,3
Q6470246,4,2
Q6474490,5,4
Q647671,12,1
Q647766,8,3
Q647955,12,3
Q64798321,8,1
Q6480027,10,1
Q648004,16,3
Q6480077,12,2
Q6480708,9,3
Q648165,18,4
Q648166,34,5
Q6481987,6,4
Q64825395,23,2
Q648483,37,5
Q648716,44,0
Q649184,27,4
Q649218,20,0
Q649250,38,4
Q649362,13,2
Q649426,20,4
Q650097,10,4
Q650236,30,0
Q65034641,11,4
Q65038183,19,3
Q65041035,9,1
Q65049937,5,1
Q650519,38,3
Q6505213,4,3
Q65064840,1,3
Q650657,22,3
Q65071046,13,0
Q65082870,1,0
Q650849,30,4
Q650867,36,1
Q65089977,11,1
Q651030,16,3
Q651033,33,0
Q651148,7,0
Q651362,32,0
Q651638,18,2
Q6518233,8,3
Q6518785,5,2
Q6519035,12,3
Q6520384,5,2
Q65213485,8,1
Q65242242,18,0
Q65242249,21,0
Q652452,35,4
Q652613,19,5
Q652871,9,1
Q652895,45,3
Q6530549,7,3
Q653100,9,3
Q653289,31,3
Q6533683,5,2
Q653433,52,4
Q6535676,5,2
Q653615,9,3
Q653726,12,5
Q653773,22,4
Q653858,36,3
Q6539,62,1
Q653907,11,0
Q6541506,4,1
Q6541667,2,3
Q6542700,5,2
Q654762,37,1
Q654766,17,0
Q654812,38,3
Q6548902,5,1
Q6553095,14,1
Q655469,10,4
Q655626,26,1
Q6559721,6,3
Q656054,37,4
Q656422,24,1
Q656895,37,1
Q656957,17,4
Q657019,32,0
Q657118,31,4
Q6575655,7,3
Q657929,29,0
Q658078,20,2
Q658271,31,5
Q658339,20,2
Q658443,19,4
Q6585397,5,1
Q6588250,5,1
Q658929,19,3
Q659013,19,2
Q65924964,0,0
Q65954401,1,4
Q6596032,5,2
Q659652,22,2
Q659717,53,0
Q661360,10,1
Q661547,24,1
Q661558,31,1
Q662149,10,2
Q662422,15,3
Q662652,33,3
Q662976,43,3
Q663673,41,5
Q663849,15,2
Q663890,10,2
Q664440,13,3
Q6644913,13,0
Q664835,37,0
Q664880,13,3
Q665105,55,4
Q6651410,6,3
Q665216,23,5
Q66584186,1,2
Q665894,22,1
Q665954,20,4
Q6663171,5,3
Q6665089,4,3
Q6665164,4,1
Q666729,19,4
Q666835,8,1
Q6668660,8,2
Q666937,22,4
Q667094,20,3
Q6671312,6,2
Q6674314,4,3
Q667786,6,0
Q6682858,7,4
Q6684904,14,5
Q668598,15,0
Q668849,17,0
Q668873,14,0
Q6688842,7,4
Q6693696,4,4
Q669718,25,0
Q669990,16,4
Q670049,16,3
Q670250,28,4
Q670723,35,2
Q6707495,3,2
Q671264,16,5
Q671384,33,5
Q671428,21,3
Q671475,46,5
Q672082,15,4
Q6720831,7,4
Q67226868,8,0
Q672579,19,4
Q672806,19,4
Q67317221,5,1
Q673202,35,3
Q6732911,8,4
Q6732924,4,4
Q6733343,10,3
Q6733344,6,0
Q673399,13,5
Q6734042,2,3
Q6735132,1,3
Q6735451,8,4
Q6737199,3,3
Q674032,15,4
Q6740741,4,1
Q6741538,8,4
Q674440,16,1
Q674773,47,5
Q6748047,5,4
Q6748260,1,4
Q6749263,7,1
Q675164,18,3
Q675174,19,2
Q675187,28,3
Q6752198,6,4
Q6752749,5,4
Q6753029,3,3
Q675585,35,1
Q675597,36,0
Q6757033,4,4
Q675964,20,3
Q6763788,9,5
Q6764160,4,5
Q6768099,5,4
Q6770356,8,2
Q6772018,3,3
Q677387,10,5
Q677555,49,5
Q677576,13,5
Q678286,18,3
Q6783279,1,3
Q6783326,11,1
Q6783328,9,3
Q6783333,9,2
Q6783343,8,2
Q678390,19,1
Q6784152,7,0
Q6784301,8,1
Q678461,18,5
Q678668,18,4
Q6786809,2,2
Q678791,31,4
Q679041,25,2
Q679052,28,3
Q679101,30,3
Q6791545,9,2
Q6792427,8,3
Q67936027,2,4
Q67936052,2,4
Q6796128,7,4
Q6798106,6,3
Q6798200,3,2
Q679887,38,0
Q6799926,5,1
Q6801106,5,4
Q6803308,8,3
Q6804278,4,0
Q680614,36,5
Q680828,12,0
Q680905,14,1
Q681497,19,3
Q681785,28,5
Q6818469,5,2
Q681961,9,3
Q6819812,20,5
Q682020,8,5
Q68215693,17,0
Q6824476,6,4
Q6824492,7,4
Q6824496,7,4
Q6824505,3,4
Q6824506,6,3
Q6824521,6,3
Q6824549,7,4
Q6824553,6,3
Q6824558,6,3
Q6824560,6,3
Q6824568,6,3
Q6824573,6,3
Q6824578,8,3
Q6824588,6,3
Q6824601,7,4
Q6824610,6,3
Q6824617,6,3
Q6824625,7,3
Q6824627,6,3
Q6824647,6,3
Q6824651,6,3
Q6824665,6,3
Q6824672,6,3
Q6824678,8,3
Q6824691,6,3
Q6824698,6,3
Q6824700,6,3
Q6824703,6,3
Q6824767,6,3
Q6824782,6,3
Q682520,46,1
Q6825306,4,3
Q6825309,4,2
Q682827,29,2
Q682894,38,1
Q683180,13,5
Q683226,24,3
Q683239,26,4
Q683252,34,3
Q683341,21,0
Q683555,25,3
Q683705,45,1
Q683988,17,2
Q684093,19,1
Q684094,15,1
Q6841438,1,0
Q6841440,3,1
Q6841470,8,1
Q684305,21,0
Q6843067,6,5
Q6844861,4,2
Q6845789,4,0
Q68478,25,0
Q6848068,4,4
Q684821,27,4
Q684879,10,4
Q685062,26,1
Q685162,23,2
Q685328,17,4
Q6857255,5,0
Q686011,24,4
Q686156,19,1
Q686431,25,3
Q686443,21,1
Q68646,58,2
Q686468,37,4
Q686488,13,4
Q686519,12,4
Q686522,31,2
Q686544,28,4
Q686592,13,4
Q686593,13,2
Q6866873,5,2
Q6867116,3,2
Q686717,15,2
Q686720,34,5
Q6867472,10,2
Q686855,10,2
Q68689,50,5
Q687413,31,2
Q687490,10,0
Q687694,25,3
Q6878535,6,4
Q688335,29,4
Q688353,19,1
Q688436,19,1
Q688468,15,3
Q688472,15,3
Q688555,16,3
Q688588,14,5
Q6886076,5,1
Q688614,22,4
Q688704,43,5
Q688715,32,0
Q688736,31,1
Q6888864,3,2
Q688909,26,0
Q689008,13,3
Q689043,13,2
Q689400,40,4
Q689642,24,0
Q689951,18,3
Q690002,19,4
Q6900329,45,0
Q690335,31,3
Q690417,33,0
Q6907367,4,4
Q691152,41,1
Q6914978,4,3
Q69163529,38,1
Q692020,14,3
Q6920714,7,4
Q6920948,7,2
Q6922409,7,3
Q6922615,4,3
Q692288,18,4
Q6925761,4,2
Q69323,41,0
Q693354,8,2
Q693367,27,0
Q6936220,5,5
Q693628,24,3
Q6936293,7,5
Q693653,22,2
Q693869,16,4
Q693884,20,4
Q6939565,4,2
Q694020,36,5
Q6940457,3,2
Q6940503,7,2
Q6940507,10,2
Q6940532,3,2
Q6940567,3,5
Q6940940,12,3
Q6941067,6,3
Q6941127,5,2
Q694223,19,1
Q6945083,4,3
Q694581,20,0
Q694747,27,4
Q694757,25,5
Q694760,14,2
Q694810,18,4
Q695082,27,4
Q695126,18,3
Q695194,22,3
Q695244,21,3
Q695321,15,3
Q695388,14,3
Q695454,14,0
Q6955091,3,3
Q6955162,5,2
Q695840,19,2
Q695852,13,5
Q6959007,1,3
Q695915,23,1
Q696476,25,3
Q6964915,7,3
Q6966003,3,3
Q696802,36,0
Q696835,48,0
Q696970,41,0
Q697040,23,0
Q6970429,5,2
Q6970437,10,2
Q6970475,19,4
Q697059,30,0
Q697208,21,1
Q6972158,5,2
Q6972380,6,4
Q697300,37,5
Q6974379,13,5
Q6974487,21,0
Q6974497,10,2
Q6974901,5,1
Q6975050,4,1
Q697527,27,3
Q697548,35,2
Q697557,35,2
Q697572,15,3
Q697578,22,5
Q697654,23,0
Q697679,26,2
Q6978272,7,3
Q6978646,3,3
Q6979345,4,1
Q698095,29,4
Q698140,37,4
Q698145,23,5
Q698208,31,1
Q6982670,5,3
Q69829,61,0
Q6983043,4,2
Q698339,19,0
Q698348,19,0
Q698370,22,4
Q698497,24,5
Q6987907,6,4
